time,lat,lon,alt,tas,ias,gs,mach,heading,pitch,roll,gamma,alpha,v_vertical,throttle,lift,drag,thrust,mass,fuel,load_factor,flaps,gear,spoilers,flight_phase,dist_to_dest
275.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325947.789584,123573.789584,8.263310,0,False,False,DEPARTURE,10028190.072020
280.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325883.921568,123509.921568,8.263310,0,False,False,DEPARTURE,10028190.072020
285.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325820.053553,123446.053553,8.263310,0,False,False,DEPARTURE,10028190.072020
290.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325756.185538,123382.185538,8.263310,0,False,False,DEPARTURE,10028190.072020
295.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325692.317523,123318.317523,8.263310,0,False,False,DEPARTURE,10028190.072020
300.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325628.449508,123254.449508,8.263310,0,False,False,DEPARTURE,10028190.072020
305.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325564.581492,123190.581492,8.263310,0,False,False,DEPARTURE,10028190.072020
310.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325500.713477,123126.713477,8.263310,0,False,False,DEPARTURE,10028190.072020
315.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325436.845462,123062.845462,8.263310,0,False,False,DEPARTURE,10028190.072020
320.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325372.977447,122998.977447,8.263310,0,False,False,DEPARTURE,10028190.072020
325.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325309.109431,122935.109431,8.263310,0,False,False,DEPARTURE,10028190.072020
330.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325245.241416,122871.241416,8.263310,0,False,False,DEPARTURE,10028190.072020
335.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325181.373401,122807.373401,8.263310,0,False,False,DEPARTURE,10028190.072020
340.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325117.505386,122743.505386,8.263310,0,False,False,DEPARTURE,10028190.072020
345.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,325053.637371,122679.637371,8.263310,0,False,False,DEPARTURE,10028190.072020
350.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324989.769355,122615.769355,8.263310,0,False,False,DEPARTURE,10028190.072020
355.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324925.901340,122551.901340,8.263310,0,False,False,DEPARTURE,10028190.072020
360.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324862.033325,122488.033325,8.263310,0,False,False,DEPARTURE,10028190.072020
365.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324798.165310,122424.165310,8.263310,0,False,False,DEPARTURE,10028190.072020
370.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324734.297294,122360.297294,8.263310,0,False,False,DEPARTURE,10028190.072020
375.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324670.429279,122296.429279,8.263310,0,False,False,DEPARTURE,10028190.072020
380.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324606.561264,122232.561264,8.263310,0,False,False,DEPARTURE,10028190.072020
385.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324542.693249,122168.693249,8.263310,0,False,False,DEPARTURE,10028190.072020
390.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324478.825234,122104.825234,8.263310,0,False,False,DEPARTURE,10028190.072020
395.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324414.957218,122040.957218,8.263310,0,False,False,DEPARTURE,10028190.072020
400.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324351.089203,121977.089203,8.263310,0,False,False,DEPARTURE,10028190.072020
405.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324287.221188,121913.221188,8.263310,0,False,False,DEPARTURE,10028190.072020
410.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324223.353173,121849.353173,8.263310,0,False,False,DEPARTURE,10028190.072020
415.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324159.485157,121785.485157,8.263310,0,False,False,DEPARTURE,10028190.072020
420.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324095.617142,121721.617142,8.263310,0,False,False,DEPARTURE,10028190.072020
425.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,324031.749127,121657.749127,8.263310,0,False,False,DEPARTURE,10028190.072020
430.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,323967.881112,121593.881112,8.263310,0,False,False,DEPARTURE,10028190.072020
435.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,323904.013097,121530.013097,8.263310,0,False,False,DEPARTURE,10028190.072020
440.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,323840.145081,121466.145081,8.263310,0,False,False,DEPARTURE,10028190.072020
445.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,323776.277066,121402.277066,8.263310,0,False,False,DEPARTURE,10028190.072020
450.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,323712.409051,121338.409051,8.263310,0,False,False,DEPARTURE,10028190.072020
455.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,323648.541036,121274.541036,8.263310,0,False,False,DEPARTURE,10028190.072020
460.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,323584.673020,121210.673020,8.263310,0,False,False,DEPARTURE,10028190.072020
